Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%),Task_Type,Projection_Score,Predicted_Execution_Duration (ms),Predicted_Context_Switch_Penalty (ms),Host_Cluster_Suitability_Score,Predicted_Load_Condition,Scheduling_Priority_Score,Resource_Cluster_ID,Load_Rebalancing_Flag,Envy_Freeness_Score,VM_Placement_Diversity_Score,PM_Utilization_Efficiency (%),Affinity_Breaker_Flag,Observed_Delay_Deviation (ms),Adaptive_Model_Update_Flag,Context_Switch_Overhead (%),Thermal_Impact_Score,Energy_Efficiency_Index,Predicted_Host_ID,Actual_Host_ID,CPU_Share (%),Memory_Share (%),Bandwidth_Share (%),VM_Total_Memory_Capacity (MB),Host_Selection_Correct,Envy_Rate (%),Dominant_Resource_Share (%),Memory_Utilization (%)
JOB_681,01-01-2024 11:20,01-01-2024 11:20,75.37,4286,3550,0.99,78,Social Media,2236,128.13,Medium,Priority-Based,Static,2.06,IO-Bound,0.73,3453,22,0.875,Medium,0.025,Cluster_681,No,0.763,0.553,89.23,Yes,97,Yes,4.02,0.17,0.903,Host_3,Host_2,76.04,13.57,35.69,8192,0,23.7,76.04,52.32
JOB_682,01-01-2024 11:21,01-01-2024 11:21,30.63,4182,3765,2.79,456,Enterprise DB,2715,994.16,Low,FCFS,Static,4.53,CPU-Bound,0.912,3772,45,0.865,High,0.386,Cluster_682,Yes,0.826,0.794,98.84,Yes,-7,No,1.03,0.166,1.433,Host_3,Host_3,63.08,88.72,75.9,32768,1,17.4,88.72,12.76
JOB_683,01-01-2024 11:22,01-01-2024 11:22,23.67,5898,3837,7,619,Cloud,3220,188.38,Low,ASB-Dynamic-CapsNet,Static,2.64,CPU-Bound,0.991,3908,91,0.789,Low,0.584,Cluster_683,Yes,0.801,0.769,75.95,Yes,-71,Yes,2.14,0.692,1.232,Host_2,Host_2,92.6,99,23.32,16384,1,19.9,99,36
JOB_684,01-01-2024 11:23,01-01-2024 11:23,63.49,708,3997,1.31,17,Cloud,2777,897.79,Low,Priority-Based,Dynamic,1.86,Memory-Intensive,1.103,3733,75,0.728,Medium,0.02,Cluster_684,No,0.882,0.842,81.13,Yes,264,Yes,1.95,0.143,0.824,Host_4,Host_3,37.65,47.88,38.85,32768,0,11.8,47.88,2.16
JOB_685,01-01-2024 11:24,01-01-2024 11:24,84.35,5236,4341,2.82,471,Social Media,3385,991.02,Low,FCFS,Dynamic,2.93,IO-Bound,0.546,4597,41,0.778,Low,0.486,Cluster_685,Yes,0.923,0.95,84.4,No,-256,No,4.83,0.354,1.261,Host_4,Host_1,25.73,21.76,24.81,32768,0,7.7,25.73,15.98
JOB_686,01-01-2024 11:25,01-01-2024 11:25,54.54,3906,4518,8.63,320,Enterprise DB,2696,389.95,Low,ASB-Dynamic-CapsNet,Dynamic,1.16,CPU-Bound,0.648,4386,115,0.628,Medium,0.63,Cluster_686,Yes,0.994,0.511,76.79,Yes,132,No,0.62,0.337,1.4,Host_4,Host_3,80.94,66.29,78.46,8192,0,0.6,80.94,47.68
JOB_687,01-01-2024 11:26,01-01-2024 11:26,55.73,1811,2269,6.04,143,IoT,645,634.74,Low,Round Robin,Dynamic,1.36,Memory-Intensive,0.946,2119,40,0.738,High,0.025,Cluster_687,Yes,0.767,0.629,98.67,No,150,Yes,0.7,0.489,1.437,Host_2,Host_1,59.01,13.57,65.04,8192,0,23.3,65.04,22.11
JOB_688,01-01-2024 11:27,01-01-2024 11:27,32.4,2799,1978,1.16,394,Enterprise DB,4156,781.3,Medium,ASB-Dynamic-CapsNet,Static,4.6,CPU-Bound,1.428,1908,49,0.926,High,0.527,Cluster_688,Yes,0.946,0.676,95.11,No,70,Yes,0.82,0.304,0.946,Host_3,Host_4,62.51,29.51,96.77,8192,0,5.4,96.77,34.17
JOB_689,01-01-2024 11:28,01-01-2024 11:28,71.56,3836,4070,0.95,65,Social Media,2424,398.72,Medium,Priority-Based,Static,3.97,IO-Bound,0.757,4057,94,0.826,High,0.046,Cluster_689,Yes,0.922,0.972,71.37,No,13,Yes,2.78,0.69,1.171,Host_1,Host_3,59.33,96.77,35.49,8192,0,7.8,96.77,46.83
JOB_690,01-01-2024 11:29,01-01-2024 11:29,24.96,6914,4796,1.08,369,Enterprise DB,3471,170.2,High,Priority-Based,Static,2.57,IO-Bound,1.005,5093,102,0.677,High,0.324,Cluster_690,Yes,0.882,0.977,82.73,Yes,-297,Yes,2.57,0.958,1.452,Host_3,Host_2,32.03,45.6,59.03,16384,0,11.8,59.03,42.2
JOB_691,01-01-2024 11:30,01-01-2024 11:30,35.89,2447,4670,9.45,980,Enterprise DB,2328,439.43,Medium,Round Robin,Dynamic,2.08,CPU-Bound,0.652,4551,119,0.915,Low,0.111,Cluster_691,Yes,0.751,0.856,70.61,No,119,No,1.54,0.864,0.969,Host_3,Host_4,20.88,44.16,45.17,8192,0,24.9,45.17,29.87
JOB_692,01-01-2024 11:31,01-01-2024 11:31,44.03,1419,2717,8.57,123,Cloud,1214,774.17,Medium,Round Robin,Dynamic,4.04,IO-Bound,0.959,2697,109,0.682,Medium,0.961,Cluster_692,No,0.828,0.774,70.3,Yes,20,No,2.83,0.265,0.997,Host_3,Host_3,62.12,34.01,37,8192,1,17.2,62.12,17.32
JOB_693,01-01-2024 11:32,01-01-2024 11:32,50.61,6319,1615,8.53,97,Social Media,667,782.96,High,FCFS,Static,2.85,IO-Bound,0.81,1534,22,0.933,Low,0.938,Cluster_693,Yes,0.803,0.829,90.37,No,81,Yes,3.3,0.339,0.987,Host_4,Host_3,37.09,92.03,48.22,8192,0,19.7,92.03,77.14
JOB_694,01-01-2024 11:33,01-01-2024 11:33,29.39,2544,674,9.28,147,Enterprise DB,4910,238.23,High,FCFS,Dynamic,2.08,Delay-Sensitive,1.052,952,23,0.972,Medium,0.105,Cluster_694,No,0.946,0.96,93.22,Yes,-278,No,3.95,0.346,1.445,Host_2,Host_2,18.91,36.46,90.51,16384,1,5.4,90.51,15.53
JOB_695,01-01-2024 11:34,01-01-2024 11:34,19.19,918,4542,5.3,117,Social Media,4194,183.22,Low,Priority-Based,Static,2.58,CPU-Bound,1.296,4654,27,0.63,Low,0.542,Cluster_695,Yes,0.767,0.811,98.17,No,-112,Yes,3.74,0.647,0.827,Host_2,Host_1,57.29,62.06,10.33,32768,0,23.3,62.06,2.8
JOB_696,01-01-2024 11:35,01-01-2024 11:35,58.85,2249,2967,2.85,509,IoT,500,921.36,High,ASB-Dynamic-CapsNet,Static,1.16,IO-Bound,1.318,3226,113,0.786,High,0.358,Cluster_696,No,0.917,0.865,97.96,No,-259,Yes,2.98,0.453,0.967,Host_4,Host_2,78.11,58.87,95.62,16384,0,8.3,95.62,13.73
JOB_697,01-01-2024 11:36,01-01-2024 11:36,33.09,3342,3644,4.31,544,Social Media,1848,53.56,High,Round Robin,Dynamic,1.01,IO-Bound,0.89,3369,38,0.677,High,0.025,Cluster_697,No,0.89,0.686,94.31,No,275,Yes,1.97,0.554,1.067,Host_3,Host_1,53.05,37.5,99.47,8192,0,11,99.47,40.8
JOB_698,01-01-2024 11:37,01-01-2024 11:37,56.5,7878,4577,7.33,153,IoT,4636,737.39,Medium,FCFS,Dynamic,4.95,Memory-Intensive,0.871,4809,41,0.768,Low,0.365,Cluster_698,No,0.856,0.589,94.89,Yes,-232,Yes,0.67,0.4,1.244,Host_1,Host_2,74.59,73.45,27.98,8192,0,14.4,74.59,96.17
JOB_699,01-01-2024 11:38,01-01-2024 11:38,22.35,5984,171,8.82,878,Social Media,1942,55.96,Low,Priority-Based,Static,4.85,Delay-Sensitive,0.866,260,101,0.601,High,0.508,Cluster_699,No,0.945,0.547,94.74,Yes,-89,Yes,1.38,0.223,1.135,Host_2,Host_2,51.04,90.68,72.16,8192,1,5.5,90.68,73.05
JOB_700,01-01-2024 11:39,01-01-2024 11:39,48.49,1599,2668,4.63,665,Social Media,2504,839.52,High,Priority-Based,Dynamic,2.1,Delay-Sensitive,0.521,2577,90,0.735,High,0.172,Cluster_700,Yes,0.751,0.805,89.74,No,91,No,0.78,0.642,1.097,Host_4,Host_3,59.1,63.83,83.89,8192,0,24.9,83.89,19.52
JOB_701,01-01-2024 11:40,01-01-2024 11:40,52.61,3892,3537,5.59,65,Enterprise DB,2272,906.36,Low,Priority-Based,Static,2.58,CPU-Bound,1.101,3395,115,0.758,High,0.291,Cluster_701,Yes,0.979,0.556,72.92,No,142,Yes,4.36,0.783,1.41,Host_1,Host_1,69.34,49.53,26.02,32768,1,2.1,69.34,11.88
JOB_702,01-01-2024 11:41,01-01-2024 11:41,14.15,3272,3080,9.35,629,Enterprise DB,3858,304.44,Low,Round Robin,Static,4.14,IO-Bound,1.162,2970,82,0.848,High,0.339,Cluster_702,Yes,0.784,0.791,87.97,No,110,Yes,2.41,0.245,1.415,Host_2,Host_2,17.01,77.94,33.04,32768,1,21.6,77.94,9.99
JOB_703,01-01-2024 11:42,01-01-2024 11:42,36.93,2980,1217,1.52,872,IoT,1334,83.2,High,Round Robin,Static,3.63,CPU-Bound,1.349,1377,100,0.765,Medium,0.979,Cluster_703,Yes,0.941,0.901,94.19,Yes,-160,No,0.52,0.496,1.246,Host_1,Host_3,72.85,88.32,35.56,32768,0,5.9,88.32,9.09
JOB_704,01-01-2024 11:43,01-01-2024 11:43,20.75,6752,2486,8.69,15,IoT,2577,485.88,High,Round Robin,Static,0.5,Memory-Intensive,1.033,2223,104,0.945,Low,0.361,Cluster_704,Yes,0.917,0.922,91.56,No,263,No,3.72,0.524,1.356,Host_1,Host_4,27.64,92.54,81.07,8192,0,8.3,92.54,82.42
JOB_705,01-01-2024 11:44,01-01-2024 11:44,15.07,7284,3608,2.01,551,Cloud,1807,305.48,High,ASB-Dynamic-CapsNet,Dynamic,1.87,Memory-Intensive,0.726,3509,88,0.779,High,0.392,Cluster_705,No,0.929,0.813,76.26,Yes,99,Yes,2.87,0.806,1.066,Host_4,Host_4,40.36,58.04,21.82,32768,1,7.1,58.04,22.23
JOB_706,01-01-2024 11:45,01-01-2024 11:45,89.2,2045,1459,5.1,456,Enterprise DB,272,422.96,High,Round Robin,Static,1.25,IO-Bound,1.129,1595,30,0.813,High,0.798,Cluster_706,Yes,0.984,0.58,94.53,Yes,-136,Yes,1.37,0.63,1.348,Host_3,Host_3,53.41,50.95,34.45,32768,1,1.6,53.41,6.24
JOB_707,01-01-2024 11:46,01-01-2024 11:46,35.79,1570,4859,2.58,394,IoT,4414,668.34,Low,Priority-Based,Dynamic,4.96,IO-Bound,0.587,4588,20,0.611,Medium,0.783,Cluster_707,Yes,0.911,0.511,71.64,No,271,Yes,4.97,0.346,1.466,Host_2,Host_1,53.98,28.81,63.53,16384,0,8.9,63.53,9.58
JOB_708,01-01-2024 11:47,01-01-2024 11:47,74.79,7022,1615,6.23,316,Enterprise DB,950,217.73,Medium,Round Robin,Static,3.74,Delay-Sensitive,0.68,1699,118,0.705,Medium,0.573,Cluster_708,No,0.975,0.538,93.05,Yes,-84,Yes,0.54,0.701,1.225,Host_4,Host_1,92.59,60.06,17.01,8192,0,2.5,92.59,85.72
JOB_709,01-01-2024 11:48,01-01-2024 11:48,30.37,2350,139,5.81,883,Social Media,2415,363.38,Low,ASB-Dynamic-CapsNet,Dynamic,0.24,Delay-Sensitive,0.98,16,20,0.878,High,0.165,Cluster_709,No,0.964,0.785,74.7,Yes,123,No,4.47,0.435,1.023,Host_3,Host_2,88.22,57.34,10.47,8192,0,3.6,88.22,28.69
JOB_710,01-01-2024 11:49,01-01-2024 11:49,64.52,5715,1482,4.11,866,Cloud,4530,784.74,Low,ASB-Dynamic-CapsNet,Static,4.5,Delay-Sensitive,0.871,1298,20,0.669,Low,0.41,Cluster_710,Yes,0.758,0.521,91.34,No,184,Yes,1.86,0.343,1.133,Host_4,Host_1,12.43,20.71,87.76,8192,0,24.2,87.76,69.76
JOB_711,01-01-2024 11:50,01-01-2024 11:50,70.82,5553,2130,8.7,648,Enterprise DB,1659,647.32,Low,Priority-Based,Static,4.64,Delay-Sensitive,0.815,2405,103,0.608,Low,0.353,Cluster_711,Yes,0.996,0.529,72.65,Yes,-275,No,3.91,0.553,0.812,Host_4,Host_4,86.62,99.5,95.51,8192,1,0.4,99.5,67.79
JOB_712,01-01-2024 11:51,01-01-2024 11:51,57.65,4698,2721,6.77,311,Enterprise DB,4771,333.01,High,FCFS,Dynamic,1.67,Memory-Intensive,0.964,2486,38,0.884,Medium,0.264,Cluster_712,Yes,0.908,0.607,88.7,No,235,No,0.55,0.216,1.476,Host_4,Host_1,65.6,21.48,61.43,16384,0,9.2,65.6,28.67
JOB_713,01-01-2024 11:52,01-01-2024 11:52,47.73,3439,2000,7.35,642,Enterprise DB,3340,667.66,High,Round Robin,Static,3.21,IO-Bound,1.136,2033,58,0.823,High,0.911,Cluster_713,Yes,0.937,0.916,80.05,No,-33,No,2.46,0.208,1.367,Host_2,Host_4,68.93,94.65,89.29,32768,0,6.3,94.65,10.49
JOB_714,01-01-2024 11:53,01-01-2024 11:53,42.95,7497,2317,1.93,414,Enterprise DB,1273,767.66,Medium,Round Robin,Static,3.41,Delay-Sensitive,0.685,2017,101,0.902,High,0.655,Cluster_714,No,0.963,0.751,74.33,No,300,No,1.87,0.949,0.8,Host_4,Host_2,50.48,61.24,44.62,16384,0,3.7,61.24,45.76
JOB_715,01-01-2024 11:54,01-01-2024 11:54,37.91,5765,4896,8.89,620,IoT,1957,596.56,Medium,ASB-Dynamic-CapsNet,Static,3.65,Delay-Sensitive,0.509,5089,58,0.738,Medium,0.56,Cluster_715,No,0.995,0.551,70.28,Yes,-193,Yes,4.48,0.886,1.463,Host_2,Host_1,59.84,70.18,61.69,8192,0,0.5,70.18,70.37
JOB_716,01-01-2024 11:55,01-01-2024 11:55,84.36,2403,4706,2.09,687,IoT,1412,247.1,Medium,ASB-Dynamic-CapsNet,Static,3.47,IO-Bound,0.552,4543,93,0.84,Medium,0.574,Cluster_716,Yes,0.96,0.52,71.45,Yes,163,No,1.1,0.48,1.269,Host_2,Host_3,50.25,73.6,12.39,16384,0,4,73.6,14.67
JOB_717,01-01-2024 11:56,01-01-2024 11:56,76.45,7694,1383,2.62,846,Cloud,2801,10.24,Low,FCFS,Dynamic,2.8,Delay-Sensitive,1.418,1084,47,0.832,High,0.393,Cluster_717,No,0.88,0.84,82.15,Yes,299,Yes,0.64,0.442,0.834,Host_4,Host_2,76.41,86.58,16.29,8192,0,12,86.58,93.92
JOB_718,01-01-2024 11:57,01-01-2024 11:57,87.2,6351,683,1.72,840,Social Media,4019,804.82,Medium,ASB-Dynamic-CapsNet,Dynamic,4.77,Memory-Intensive,0.547,862,101,0.772,Low,0.366,Cluster_718,No,0.885,0.617,98.29,No,-179,No,4.03,0.665,1.169,Host_4,Host_1,30.84,34.55,34.08,32768,0,11.5,34.55,19.38
JOB_719,01-01-2024 11:58,01-01-2024 11:58,19.94,7173,558,4.68,762,Social Media,1318,824.41,Low,ASB-Dynamic-CapsNet,Static,2.56,IO-Bound,1.189,518,59,0.686,Medium,0.633,Cluster_719,Yes,0.958,0.91,70.04,No,40,Yes,4.1,0.793,1.241,Host_1,Host_1,49.26,61.6,43,16384,1,4.2,61.6,43.78
JOB_720,01-01-2024 11:59,01-01-2024 11:59,68.47,1178,2365,8.93,571,Cloud,4987,700.63,High,ASB-Dynamic-CapsNet,Static,0.55,IO-Bound,1.314,2311,119,0.978,Medium,0.035,Cluster_720,Yes,0.894,0.987,80.75,No,54,No,2.93,0.227,0.917,Host_3,Host_2,24.88,19.1,24.6,32768,0,10.6,24.88,3.59
JOB_721,01-01-2024 12:00,01-01-2024 12:00,85.07,6564,2766,2.9,789,Social Media,1281,85.82,Low,ASB-Dynamic-CapsNet,Static,0.4,Delay-Sensitive,1.225,2853,109,0.936,Medium,0.42,Cluster_721,Yes,0.972,0.999,89.03,No,-87,Yes,4.62,0.726,1.084,Host_2,Host_4,46.81,31.4,56,16384,0,2.8,56,40.06
JOB_722,01-01-2024 12:01,01-01-2024 12:01,24.5,1488,915,4.05,846,IoT,4118,589.37,High,FCFS,Dynamic,0.09,CPU-Bound,1.421,1018,58,0.901,High,0.605,Cluster_722,No,0.87,0.632,91.81,No,-103,No,1.25,0.315,1.308,Host_3,Host_1,67.46,54.63,31.51,16384,0,13,67.46,9.08
JOB_723,01-01-2024 12:02,01-01-2024 12:02,15.32,5701,2611,8.54,519,Enterprise DB,1797,822.81,High,Round Robin,Static,2.14,Delay-Sensitive,0.706,2311,96,0.674,High,0.717,Cluster_723,No,0.797,0.673,75.92,Yes,300,No,3.94,0.65,1.459,Host_2,Host_3,89.78,62.32,90.4,16384,0,20.3,90.4,34.8
JOB_724,01-01-2024 12:03,01-01-2024 12:03,69.29,2975,346,6.37,82,Social Media,2608,395.77,Medium,Round Robin,Dynamic,1.37,CPU-Bound,1.442,443,27,0.707,High,0.722,Cluster_724,No,0.987,0.943,96.32,Yes,-97,Yes,3.52,0.104,1.477,Host_1,Host_4,61.64,35.28,70.2,16384,0,1.3,70.2,18.16
JOB_725,01-01-2024 12:04,01-01-2024 12:04,55.96,2107,4925,7.64,821,Enterprise DB,787,206.02,High,Round Robin,Dynamic,4.48,Delay-Sensitive,1.371,4824,45,0.825,High,0.476,Cluster_725,No,0.813,0.754,89.06,Yes,101,Yes,3.06,0.298,1.206,Host_1,Host_4,17.41,45.33,53.44,8192,0,18.7,53.44,25.72
JOB_726,01-01-2024 12:05,01-01-2024 12:05,77.35,3369,516,2.53,573,Enterprise DB,4486,591.75,Medium,Round Robin,Dynamic,4.34,Delay-Sensitive,0.56,469,116,0.632,High,0.824,Cluster_726,Yes,0.781,0.742,94.44,Yes,47,No,0.86,0.797,1.359,Host_4,Host_3,97.87,89.37,49.02,8192,0,21.9,97.87,41.13
JOB_727,01-01-2024 12:06,01-01-2024 12:06,21.18,2002,4563,7.31,274,IoT,3029,828.04,Medium,Round Robin,Dynamic,4.19,Delay-Sensitive,1.327,4748,115,0.923,Low,0.723,Cluster_727,Yes,0.958,0.95,75.98,No,-185,No,3.28,0.168,1.168,Host_2,Host_2,50.01,53.35,33.15,32768,1,4.2,53.35,6.11
JOB_728,01-01-2024 12:07,01-01-2024 12:07,73.62,2289,3817,2.66,236,Enterprise DB,2001,58.38,Medium,Priority-Based,Static,4.34,IO-Bound,1.436,3643,103,0.921,Low,0.935,Cluster_728,No,0.946,0.541,98.26,Yes,174,Yes,0.69,0.761,1.187,Host_2,Host_4,76.49,27.96,56.75,16384,0,5.4,76.49,13.97
JOB_729,01-01-2024 12:08,01-01-2024 12:08,26.13,5781,207,9.88,202,Social Media,1831,600.98,Low,Priority-Based,Static,1.49,Memory-Intensive,1.49,485,82,0.635,Medium,0.054,Cluster_729,Yes,0.962,0.63,71.02,Yes,-278,Yes,4.72,0.139,1.189,Host_1,Host_3,39.13,72.83,28.21,32768,0,3.8,72.83,17.64
JOB_730,01-01-2024 12:09,01-01-2024 12:09,23.09,5527,2731,5.82,383,IoT,579,646.74,Medium,ASB-Dynamic-CapsNet,Dynamic,2.13,CPU-Bound,1.273,3020,97,0.844,Medium,0.621,Cluster_730,Yes,0.837,0.716,71.13,Yes,-289,No,2.09,0.459,0.978,Host_4,Host_3,28.46,97.4,21.46,16384,0,16.3,97.4,33.73
JOB_731,01-01-2024 12:10,01-01-2024 12:10,23.14,1925,938,7.11,760,Cloud,4179,606.34,Medium,Priority-Based,Dynamic,1.56,Delay-Sensitive,1.492,901,27,0.786,High,0.592,Cluster_731,Yes,0.968,0.725,77.99,Yes,37,No,3.43,0.876,1.45,Host_4,Host_2,80.51,35.97,90.46,32768,0,3.2,90.46,5.87
JOB_732,01-01-2024 12:11,01-01-2024 12:11,75.17,5657,4613,1.62,19,IoT,4468,653.53,High,Round Robin,Static,0.43,IO-Bound,0.963,4413,92,0.667,Medium,0.269,Cluster_732,No,0.711,0.501,77.78,Yes,200,No,3.27,0.683,1.137,Host_1,Host_2,25.07,16.1,87.85,16384,0,28.9,87.85,34.53
JOB_733,01-01-2024 12:12,01-01-2024 12:12,63.22,6574,1521,2.88,311,Social Media,1254,635.06,Low,ASB-Dynamic-CapsNet,Static,4.62,IO-Bound,1.237,1704,48,0.675,Medium,0.963,Cluster_733,No,0.773,0.602,77.26,No,-183,No,2.76,0.392,0.891,Host_2,Host_3,56.85,95.77,73.67,16384,0,22.7,95.77,40.12
JOB_734,01-01-2024 12:13,01-01-2024 12:13,51.85,7154,4878,1.83,368,IoT,2036,139.1,Medium,Round Robin,Static,3.08,Memory-Intensive,1.486,5052,88,0.997,Medium,0.55,Cluster_734,Yes,0.951,0.568,81.21,No,-174,No,2.26,0.913,1.136,Host_3,Host_3,97.71,57.93,63.21,16384,1,4.9,97.71,43.66
JOB_735,01-01-2024 12:14,01-01-2024 12:14,38.71,2940,4012,4.21,749,Social Media,396,242.59,Medium,Round Robin,Static,0.66,Memory-Intensive,0.912,3832,68,0.78,High,0.491,Cluster_735,Yes,0.864,0.521,73.45,No,180,No,4.82,0.755,1.309,Host_1,Host_1,22.99,98.07,79.84,8192,1,13.6,98.07,35.89
JOB_736,01-01-2024 12:15,01-01-2024 12:15,80.18,2542,355,3.2,963,Social Media,1265,622.8,Medium,ASB-Dynamic-CapsNet,Dynamic,1.03,Memory-Intensive,1.103,414,116,0.876,Medium,0.751,Cluster_736,No,0.958,0.521,92.68,Yes,-59,No,2.7,0.212,1.334,Host_2,Host_1,99.17,25.14,74.31,8192,0,4.2,99.17,31.03
JOB_737,01-01-2024 12:16,01-01-2024 12:16,41.4,7356,2927,7.46,814,IoT,2818,27.52,High,Round Robin,Static,2.25,IO-Bound,1.207,3013,40,0.638,High,0.616,Cluster_737,Yes,0.865,0.778,79.5,No,-86,Yes,3.97,0.878,1.454,Host_3,Host_4,78.64,72.41,90.11,32768,0,13.5,90.11,22.45
JOB_738,01-01-2024 12:17,01-01-2024 12:17,75.33,7137,937,1.53,61,Social Media,294,638.4,High,Priority-Based,Dynamic,0.26,IO-Bound,1.256,839,83,0.602,High,0.973,Cluster_738,No,0.991,0.727,81.98,Yes,98,Yes,2.47,0.68,0.907,Host_4,Host_3,47.71,43.72,81.79,8192,0,0.9,81.79,87.12
JOB_739,01-01-2024 12:18,01-01-2024 12:18,45.13,7867,3062,7.64,761,Cloud,2775,668.73,High,ASB-Dynamic-CapsNet,Static,1.36,CPU-Bound,0.688,2953,92,0.654,Low,0.08,Cluster_739,Yes,0.983,0.576,80.22,Yes,109,No,4.51,0.855,0.888,Host_2,Host_2,86.72,87.09,84.92,16384,1,1.7,87.09,48.02
JOB_740,01-01-2024 12:19,01-01-2024 12:19,40.16,1778,2382,0.93,108,Social Media,3101,246.78,Medium,FCFS,Dynamic,3.52,Memory-Intensive,0.993,2287,85,0.733,Low,0.37,Cluster_740,Yes,0.779,0.52,73.89,No,95,No,3.19,0.301,1.24,Host_3,Host_2,74.38,15.53,13.02,8192,0,22.1,74.38,21.7
JOB_741,01-01-2024 12:20,01-01-2024 12:20,47.01,5798,652,2.42,602,Cloud,182,602.15,Medium,FCFS,Static,4.6,Delay-Sensitive,0.964,779,118,0.614,Medium,0.838,Cluster_741,Yes,0.764,0.671,84.29,No,-127,Yes,2.32,0.746,0.822,Host_1,Host_3,37.12,56.65,70.34,8192,0,23.6,70.34,70.78
JOB_742,01-01-2024 12:21,01-01-2024 12:21,34.11,3094,280,8.02,22,Cloud,1420,538.75,Medium,FCFS,Static,4.64,IO-Bound,1.403,389,39,0.96,Medium,0.193,Cluster_742,No,0.751,0.846,92.91,Yes,-109,No,2.43,0.603,1.046,Host_2,Host_2,12.64,26.68,87.62,16384,1,24.9,87.62,18.88
JOB_743,01-01-2024 12:22,01-01-2024 12:22,69.81,5189,4352,7.56,399,Social Media,2146,268.08,Medium,Round Robin,Static,2.6,Delay-Sensitive,0.858,4580,91,0.714,Medium,0.906,Cluster_743,No,0.773,0.83,94.15,Yes,-228,No,2.42,0.549,1.221,Host_3,Host_4,28.6,42.53,84.34,8192,0,22.7,84.34,63.34
JOB_744,01-01-2024 12:23,01-01-2024 12:23,50.22,2936,1577,5.03,963,Enterprise DB,1137,468.34,Medium,Round Robin,Static,1.56,CPU-Bound,1.335,1458,54,0.806,Low,0.394,Cluster_744,Yes,0.911,0.853,95.68,Yes,119,No,3.72,0.658,1.049,Host_4,Host_4,12.71,52.23,52.71,32768,1,8.9,52.71,8.96
JOB_745,01-01-2024 12:24,01-01-2024 12:24,28.58,6017,670,0.97,366,Cloud,1697,910.53,High,Round Robin,Dynamic,4.6,Memory-Intensive,0.789,848,89,0.751,Low,0.636,Cluster_745,Yes,0.757,0.765,80.13,Yes,-178,No,3.53,0.483,0.926,Host_2,Host_2,14.21,54.5,81.49,32768,1,24.3,81.49,18.36
JOB_746,01-01-2024 12:25,01-01-2024 12:25,81.97,4303,1827,6.29,649,Cloud,1941,432.34,Medium,Round Robin,Static,3.93,IO-Bound,0.991,1530,109,0.816,High,0.445,Cluster_746,No,0.92,0.619,90.02,Yes,297,No,3.8,0.252,0.825,Host_3,Host_4,14.43,50.46,25.12,16384,0,8,50.46,26.26
JOB_747,01-01-2024 12:26,01-01-2024 12:26,40.71,2705,691,4.36,825,IoT,1770,633.55,Low,ASB-Dynamic-CapsNet,Static,2.94,CPU-Bound,0.658,718,85,0.979,High,0.485,Cluster_747,Yes,0.949,0.675,91.21,Yes,-27,Yes,1.63,0.935,0.893,Host_3,Host_2,42.99,72.82,51.74,16384,0,5.1,72.82,16.51
JOB_748,01-01-2024 12:27,01-01-2024 12:27,53.48,1527,4616,3.51,937,Cloud,4052,45,Medium,FCFS,Dynamic,4.17,CPU-Bound,1.134,4391,28,0.859,High,0.3,Cluster_748,No,0.783,0.624,91.88,Yes,225,No,2.1,0.759,1.076,Host_4,Host_4,16.44,65.98,81.99,32768,1,21.7,81.99,4.66
JOB_749,01-01-2024 12:28,01-01-2024 12:28,82.52,6810,2360,6.58,20,Cloud,2310,87.02,High,Priority-Based,Dynamic,2.29,Delay-Sensitive,1.4,2147,103,0.932,Medium,0.305,Cluster_749,No,0.834,0.997,84.84,No,213,No,3.46,0.878,1.041,Host_4,Host_1,39.16,69.22,78,16384,0,16.6,78,41.56
JOB_750,01-01-2024 12:29,01-01-2024 12:29,59.94,4039,3047,4.65,90,Cloud,168,90.49,Medium,ASB-Dynamic-CapsNet,Dynamic,0.56,Memory-Intensive,1.262,2776,116,0.918,High,0.909,Cluster_750,No,0.921,0.58,70.36,No,271,No,1.23,0.489,1.332,Host_1,Host_2,94.46,99.78,92.8,16384,0,7.9,99.78,24.65
JOB_751,01-01-2024 12:30,01-01-2024 12:30,19.35,5555,447,1.38,270,Cloud,2953,780.46,Low,FCFS,Dynamic,4.69,IO-Bound,0.552,528,85,0.905,Low,0.927,Cluster_751,Yes,0.792,0.942,90.85,No,-81,Yes,0.66,0.786,1.301,Host_1,Host_1,54.81,29.15,70.91,32768,1,20.8,70.91,16.95
JOB_752,01-01-2024 12:31,01-01-2024 12:31,85.19,7052,265,9.2,15,Enterprise DB,2858,356.75,Medium,FCFS,Static,2.67,Memory-Intensive,1.223,346,108,0.884,High,0.441,Cluster_752,No,0.844,0.929,89.61,No,-81,No,2.77,0.701,1.071,Host_2,Host_2,66.64,10.51,82.86,32768,1,15.6,82.86,21.52
